time,detector,speed,veh_count
2021-05-11 13:45:00,Chestnut_USD2-3-EB,15.318181818181818,22.0
2021-05-11 14:00:00,Chestnut_USD2-3-EB,16.555555555555557,27.0
2021-05-11 14:15:00,Chestnut_USD2-3-EB,16.125,24.0
2021-05-11 14:30:00,Chestnut_USD2-3-EB,16.31578947368421,19.0
2021-05-11 14:45:00,Chestnut_USD2-3-EB,13.576923076923077,26.0
2021-05-11 15:00:00,Chestnut_USD2-3-EB,16.153846153846153,13.0
2021-05-11 15:15:00,Chestnut_USD2-3-EB,15.222222222222221,18.0
2021-05-11 15:30:00,Chestnut_USD2-3-EB,15.368421052631579,19.0
2021-05-11 15:45:00,Chestnut_USD2-3-EB,16.346153846153847,26.0
2021-05-11 16:00:00,Chestnut_USD2-3-EB,16.842105263157894,19.0
2021-05-11 16:15:00,Chestnut_USD2-3-EB,14.413793103448276,29.0
2021-05-11 16:30:00,Chestnut_USD2-3-EB,17.043478260869566,23.0
2021-05-11 16:45:00,Chestnut_USD2-3-EB,16.636363636363637,22.0
2021-05-11 17:00:00,Chestnut_USD2-3-EB,14.125,32.0
2021-05-11 17:15:00,Chestnut_USD2-3-EB,15.5,20.0
2021-05-11 17:30:00,Chestnut_USD2-3-EB,15.703703703703704,27.0
2021-05-11 17:45:00,Chestnut_USD2-3-EB,15.655172413793103,29.0
2021-05-11 18:00:00,Chestnut_USD2-3-EB,15.631578947368421,19.0
2021-05-11 18:15:00,Chestnut_USD2-3-EB,14.75,8.0
2021-05-11 18:30:00,Chestnut_USD2-3-EB,16.5625,16.0
2021-05-11 18:45:00,Chestnut_USD2-3-EB,16.533333333333335,15.0
2021-05-11 19:00:00,Chestnut_USD2-3-EB,14.88888888888889,9.0
2021-05-11 19:15:00,Chestnut_USD2-3-EB,17.615384615384617,13.0
2021-05-11 19:30:00,Chestnut_USD2-3-EB,17.0,7.0
2021-05-11 19:45:00,Chestnut_USD2-3-EB,16.285714285714285,7.0
2021-05-11 20:00:00,Chestnut_USD2-3-EB,15.444444444444445,9.0
2021-05-11 20:15:00,Chestnut_USD2-3-EB,13.444444444444445,9.0
2021-05-11 20:30:00,Chestnut_USD2-3-EB,16.166666666666668,6.0
2021-05-11 20:45:00,Chestnut_USD2-3-EB,10.0,2.0
2021-05-11 21:00:00,Chestnut_USD2-3-EB,13.285714285714286,7.0
2021-05-11 21:15:00,Chestnut_USD2-3-EB,14.333333333333334,3.0
2021-05-11 21:30:00,Chestnut_USD2-3-EB,13.166666666666666,6.0
2021-05-11 21:45:00,Chestnut_USD2-3-EB,14.25,4.0
2021-05-11 22:15:00,Chestnut_USD2-3-EB,13.5,4.0
2021-05-11 22:30:00,Chestnut_USD2-3-EB,16.0,2.0
2021-05-11 22:45:00,Chestnut_USD2-3-EB,11.5,6.0
2021-05-11 23:00:00,Chestnut_USD2-3-EB,9.0,1.0
2021-05-11 23:15:00,Chestnut_USD2-3-EB,14.0,1.0
2021-05-11 23:30:00,Chestnut_USD2-3-EB,16.5,2.0
2021-05-11 23:45:00,Chestnut_USD2-3-EB,11.25,4.0
2021-05-11 00:00:00,Chestnut_USD1-2-WB,4.5,2.0
2021-05-11 00:15:00,Chestnut_USD1-2-WB,1.0,2.0
2021-05-11 00:30:00,Chestnut_USD1-2-WB,7.666666666666667,6.0
2021-05-11 00:45:00,Chestnut_USD1-2-WB,13.0,4.0
2021-05-11 01:00:00,Chestnut_USD1-2-WB,0.0,2.0
